BBC	download (5).jpg	BBC	template01.jpg	0.040000000000000001	-0.5864673256874084	0.835725724697113	(200, 51)	(90, 74)
BBC	download (5).jpg	BBC	template01.jpg	0.050000000000000003	-0.4465485215187073	0.7908800840377808	(230, 30)	(119, 73)
BBC	download (5).jpg	BBC	template01.jpg	0.14999999999999999	-0.16640348732471466	0.7073317766189575	(140, 5)	(189, 64)
BBC	download (5).jpg	BBC	template01.jpg	0.029999999999999999	-0.27735015749931335	0.693375289440155	(33, 74)	(135, 70)
BBC	download (5).jpg	BBC	template01.jpg	0.13	-0.20723894238471985	0.5781808495521545	(228, 19)	(115, 68)
BBC	download.jpg	BBC	template01.jpg	0.029999999999999999	-0.30223527550697327	1.0	(88, 24)	(213, 51)
BBC	download.jpg	BBC	template01.jpg	0.040000000000000001	-0.5425162315368652	0.8435654640197754	(95, 70)	(197, 61)
BBC	download.jpg	BBC	template01.jpg	0.050000000000000003	-0.4156588613986969	0.8352971076965332	(215, 25)	(101, 35)
BBC	download.jpg	BBC	template01.jpg	0.13	-0.2624092400074005	0.6248922348022461	(244, 55)	(126, 54)
BBC	download.jpg	BBC	template01.jpg	0.14999999999999999	-0.21700601279735565	0.5681702494621277	(249, 47)	(185, 48)
BBC	images (1).jpg	BBC	template01.jpg	0.040000000000000001	-0.48624977469444275	0.8357256650924683	(99, 6)	(108, 9)
BBC	images (1).jpg	BBC	template01.jpg	0.050000000000000003	-0.4319368004798889	0.8352969884872437	(54, 17)	(55, 13)
BBC	images (1).jpg	BBC	template01.jpg	0.029999999999999999	-0.3022352457046509	0.6933752298355103	(93, 10)	(254, 11)
BBC	images (1).jpg	BBC	template01.jpg	0.14999999999999999	-0.18114317953586578	0.6545456051826477	(98, 58)	(124, 25)
BBC	images (1).jpg	CNN	template01.jpg	0.029999999999999999	-0.5016773343086243	0.607392430305481	(266, 11)	(179, 13)
BBC	images (10).jpg	BBC	template01.jpg	0.040000000000000001	-0.5942966341972351	0.8357256650924683	(281, 72)	(81, 53)
BBC	images (10).jpg	BBC	template01.jpg	0.050000000000000003	-0.4248248338699341	0.8312091827392578	(162, 18)	(59, 35)
BBC	images (10).jpg	BBC	template01.jpg	0.14999999999999999	-0.1935170590877533	0.707331657409668	(94, 57)	(188, 58)
BBC	images (10).jpg	BBC	template01.jpg	0.029999999999999999	-0.36689966917037964	0.6933752298355103	(221, 55)	(59, 37)
BBC	images (10).jpg	BBC	template01.jpg	0.13	-0.21817810833454132	0.6100115180015564	(90, 67)	(200, 58)
BBC	images (11).jpg	CNN	template01.jpg	0.029999999999999999	-0.6159881353378296	0.721123218536377	(245, 52)	(256, 11)
BBC	images (11).jpg	BBC	template01.jpg	0.050000000000000003	-0.4229186773300171	0.7077312469482422	(30, 47)	(250, 42)
BBC	images (11).jpg	BBC	template01.jpg	0.029999999999999999	-0.44186821579933167	0.6818404793739319	(68, 1)	(278, 20)
BBC	images (11).jpg	BBC	template01.jpg	0.040000000000000001	-0.47567540407180786	0.6113696098327637	(143, 7)	(254, 11)
BBC	images (11).jpg	BBC	template01.jpg	0.059999999999999998	-0.1855916529893875	0.6020241379737854	(4, 33)	(153, 61)
BBC	images (12).jpg	BBC	template01.jpg	0.029999999999999999	-0.530487596988678	0.9666924476623535	(72, 67)	(174, 61)
BBC	images (12).jpg	BBC	template01.jpg	0.040000000000000001	-0.4164459705352783	0.9440349340438843	(68, 46)	(254, 78)
BBC	images (12).jpg	BBC	template01.jpg	0.059999999999999998	-0.39026981592178345	0.7564240097999573	(154, 21)	(217, 14)
BBC	images (12).jpg	BBC	template01.jpg	0.14000000000000001	-0.21359631419181824	0.6771252155303955	(233, 7)	(203, 6)
BBC	images (12).jpg	CNN	template01.jpg	0.029999999999999999	-0.61598801612854	0.6428020000457764	(204, 10)	(216, 68)
BBC	images (13).jpg	BBC	template01.jpg	0.029999999999999999	-0.6309942007064819	0.9666925668716431	(36, 13)	(66, 80)
BBC	images (13).jpg	BBC	template01.jpg	0.040000000000000001	-0.4715321958065033	0.9440349340438843	(272, 8)	(188, 62)
BBC	images (13).jpg	BBC	template01.jpg	0.059999999999999998	-0.40586984157562256	0.791180431842804	(93, 35)	(39, 75)
BBC	images (13).jpg	BBC	template01.jpg	0.14000000000000001	-0.23114421963691711	0.6543679237365723	(114, 3)	(33, 65)
BBC	images (13).jpg	CNN	template01.jpg	0.040000000000000001	-0.4141848683357239	0.623031497001648	(98, 61)	(61, 60)
BBC	images (14).jpg	BBC	template01.jpg	0.050000000000000003	-0.4402884840965271	0.7908799052238464	(211, 69)	(44, 67)
BBC	images (14).jpg	BBC	template01.jpg	0.040000000000000001	-0.49700525403022766	0.7647101283073425	(72, 66)	(45, 74)
BBC	images (14).jpg	BBC	template01.jpg	0.029999999999999999	-0.2557041645050049	0.6933754086494446	(231, 11)	(53, 69)
BBC	images (14).jpg	CNN	template01.jpg	0.029999999999999999	-0.44075652956962585	0.6336898803710938	(203, 26)	(70, 66)
BBC	images (14).jpg	BBC	template01.jpg	0.13	-0.15294618904590607	0.579098105430603	(90, 58)	(241, 65)
BBC	images (15).jpg	BBC	template01.jpg	0.029999999999999999	-0.5356451869010925	0.9666925668716431	(233, 9)	(214, 78)
BBC	images (15).jpg	BBC	template01.jpg	0.040000000000000001	-0.5011151432991028	0.9440349340438843	(184, 4)	(121, 76)
BBC	images (15).jpg	BBC	template01.jpg	0.059999999999999998	-0.3859219253063202	0.7564240097999573	(21, 36)	(202, 74)
BBC	images (15).jpg	CNN	template01.jpg	0.029999999999999999	-0.5954222083091736	0.6015670895576477	(154, 9)	(250, 9)
BBC	images (15).jpg	CNN	template01.jpg	0.040000000000000001	-0.3674198389053345	0.5765715837478638	(55, 8)	(146, 27)
BBC	images (16).jpg	BBC	template01.jpg	0.040000000000000001	-0.5484698414802551	0.7999228835105896	(47, 24)	(95, 65)
BBC	images (16).jpg	BBC	template01.jpg	0.050000000000000003	-0.43165323138237	0.790880024433136	(8, 8)	(108, 71)
BBC	images (16).jpg	BBC	template01.jpg	0.029999999999999999	-0.30223527550697327	0.693375289440155	(123, 10)	(52, 79)
BBC	images (16).jpg	CNN	template01.jpg	0.029999999999999999	-0.5613425374031067	0.6286662817001343	(131, 74)	(252, 73)
BBC	images (16).jpg	BBC	template01.jpg	0.13	-0.2074664682149887	0.5465849041938782	(33, 42)	(40, 59)
BBC	images (17).jpg	BBC	template01.jpg	0.029999999999999999	-0.5530710220336914	0.9666922092437744	(24, 0)	(72, 62)
BBC	images (17).jpg	BBC	template01.jpg	0.040000000000000001	-0.5011151432991028	0.9440349340438843	(25, 12)	(11, 58)
BBC	images (17).jpg	BBC	template01.jpg	0.059999999999999998	-0.3844358026981354	0.8345363736152649	(119, 34)	(76, 52)
BBC	images (17).jpg	BBC	template01.jpg	0.050000000000000003	-0.4533802568912506	0.8250210881233215	(34, 0)	(16, 58)
BBC	images (17).jpg	CNN	template01.jpg	0.029999999999999999	-0.5377304553985596	0.6198297142982483	(167, 0)	(79, 80)
BBC	images (18).jpg	BBC	template01.jpg	0.029999999999999999	-0.7805392146110535	0.8524252772331238	(169, 27)	(206, 5)
